source,target,weight
Akali Dal Party,Amritsar,1
Akali Dal Party,Punjab,1
All India Sikh Students Federation (AISSF),Amritsan,1
All India Sikh Students Federation (AISSF),en route from Srinagar to Delhi,1
All India Sikh Students Federation (AISSF),New Delhi,2
All India Sikh Students Federation (AISSF),Punjab (Amritsar),1
Allah's Tigers,Srinigar,1
Anti-Immigrant Activists,Assam,3
Anti-Socials,Tripura,1
Babbar Khalsa International (BKI),amritsar,1
Babbar Khalsa International (BKI),Batala,1
Babbar Khalsa International (BKI),Jammu,1
Babbar Khalsa International (BKI),Pathankot,2
Bhinderanwale Tiger Force of Khalistan (BTHK),Ludhiana,1
Bhinderanwale Tiger Force of Khalistan (BTHK),Tarntaran,1
Bodo Militants,Assam State,6
Bodo Militants,bairabil,1
Bodo Militants,bardeta,1
Bodo Militants,Bartam,1
Bodo Militants,Bengtol,1
Bodo Militants,Bhoragaon,1
Bodo Militants,Bokhajhuli,1
Bodo Militants,Bongaigaon,2
Bodo Militants,Dakshin Kanengdesha,1
Bodo Militants,Danktal,1
Bodo Militants,Esuwagaon,1
Bodo Militants,Fakirgram,1
Bodo Militants,Gauhati,1
Bodo Militants,Gorkajuli,1
Bodo Militants,gosaigon subdivision,1
Bodo Militants,Gossaigoan,1
Bodo Militants,Jamuguri,1
Bodo Militants,Kokrajhar,3
Bodo Militants,Kokrajhar district,3
Bodo Militants,Kuiripetha,1
Bodo Militants,Loria Para,1
Bodo Militants,Mahisabari,1
Bodo Militants,Nalbari,1
Bodo Militants,Nalbari District,1
Bodo Militants,Panbari,1
Bodo Militants,runikhata,1
Bodo Militants,Runikheta,1
Bodo Militants,Salakati,1
Bodo Militants,Seapani,2
Bodo Militants,Sidli,1
Bodo Militants,Singhbitia,1
Bodo Militants,Udalgiri,1
Bodo Militants,Udalgiri area,1
Communist Party of India,tripura state,1
Dishmish Regiment,Amritsar,1
Dishmish Regiment,Chandigarh,1
Dishmish Regiment,Punjab,41
Dissident,Assam,1
Extremists,Amritsar,1
Extremists,Nalavdar District,1
Extremists,township of Mansa,1
Fedayeen Khalq (People's Commandos),New Delhi,1
Gunmen,Bachelor,1
Gurkha National Liberation Front (GNLF),Bengal,1
Gurkha National Liberation Front (GNLF),Daren,1
Gurkha National Liberation Front (GNLF),Darjeeling,30
Gurkha National Liberation Front (GNLF),Darjeeling Area,1
Gurkha National Liberation Front (GNLF),Kalimpong,4
Gurkha National Liberation Front (GNLF),Kurseong,9
Gurkha National Liberation Front (GNLF),Mirik,1
Gurkha National Liberation Front (GNLF),Mongpu,1
Gurkha National Liberation Front (GNLF),Parjeeling,2
Gurkha National Liberation Front (GNLF),Phaguri,1
Gurkha National Liberation Front (GNLF),Rohini Valley,1
Gurkha National Liberation Front (GNLF),Saint Mery Basti,1
Gurkha National Liberation Front (GNLF),Singamadi,1
Gurkha National Liberation Front (GNLF),Singbuli,1
Gurkha National Liberation Front (GNLF),Sonada,1
Gurkha National Liberation Front (GNLF),Sonda,1
Gurkha National Liberation Front (GNLF),Sukhia Pokhri,1
Gurkha National Liberation Front (GNLF),Tanjeli,1
Insurgents,Nagaland,2
Iranians,New Dehli,2
Jammu and Kashmir Liberation Front,Srinigar,4
Jarnail Khalsa,Sherpur,1
Karamyit Singh,New Delhi,1
Kashmiri Militants,srinigar,1
Khalistan Commando Force,Amritsar,1
Khalistan Commando Force,Batala,1
Khalistan Commando Force,Bhai Ladhu,1
Khalistan Commando Force,Bushertala,1
Khalistan Commando Force,Chandigarh,1
Khalistan Commando Force,Delhi,1
Khalistan Commando Force,Dhilwan Village,1
Khalistan Commando Force,Ferozepore area,1
Khalistan Commando Force,Jabalpur,1
Khalistan Commando Force,Khera,1
Khalistan Commando Force,Kler Village,1
Khalistan Commando Force,Moga,1
Khalistan Commando Force,New Delhi,1
Khalistan Commando Force,Punjab State,1
Khalistan Commando Force,Sohal,1
Khalistan Commando Force,Talwandi Rai Dadoo,1
Khalistan Commando Force,Urmartanda,1
Khalistan Liberation Force,Amditsar,1
Khalistan Liberation Force,Amritear,1
Khalistan Liberation Force,Amritsar,1
Khalistan Liberation Force,Baini Gillan,1
Khalistan Liberation Force,Gurdasdur,1
Khalistan Liberation Force,Gurdaspur,1
Khalistan Liberation Force,Pangota,1
Khalistan Liberation Force,Punjab State,1
Khalistan Liberation Force,Sansara,1
Kisar Liberation Movement,Thiruvaiyaru,1
Liberation Tigers of Tamil Eelam (LTTE),Batticaloa,1
Liberation Tigers of Tamil Eelam (LTTE),Tricomalee,1
Maoist Communist Center (MCC),Darmia-Avransabad Dist-Bihar,1
Maoists,Manipur,1
Maoists,Manipur Imphal,1
Mizo National Front,Chiaplant,1
Mizo National Front,Mizoram,1
Mizo National Front,Tinzol,1
Mizo National Front,Tipaimukh,1
Muslim Militants,Srinagar,4
Muslim Militants,srinigar,4
Muslim Militants,uri,1
Muslim Separatists,Srinagar,1
Naga People,"Dimapur, Nagaland",1
National Socialist Council of Nagaland,Imphal,1
National Socialist Council of Nagaland,Manipur,1
National Socialist Council of Nagaland,Tamenglong,1
Naxalites,Jagtial,1
Naxalites,Jahanabad Dist,1
Naxalites,Maharashtra,1
Naxalites,Ramaduggu,1
Naxalites,Rijatipet,1
Naxalites,Suravaram,1
Naxalites,Tirupatur,1
Naxalites,West Bengal,1
Organization of Arab Fedayeen Cells,Delhi,1
People's Liberation Army (India),Imphal,1
People's Liberation Army (India),Imphal (Manipur State),1
People's Liberation Army (India),Lamlai,1
People's Liberation Army (India),Manipur,2
People's War Group (PWG),Adilabad District,1
People's War Group (PWG),Golgoddam Village,1
People's War Group (PWG),Mahmoobnagar Dist.,1
pro-pakistani militants,anantnag,1
pro-pakistani militants,srinagar,1
