source,target,weight
Achik National Cooperative Army (ANCA),Dokasaram,1
Achik National Cooperative Army (ANCA),Mendipathar,1
Achik National Cooperative Army (ANCA),Siju,1
Achik National Liberation Army (ANLA),Nongolpara,1
Achik National Liberation Army (ANLA),Wageasi,1
Achik National Volunteer Council-B (ANVC-B),Bagli,1
Achik National Volunteer Council-B (ANVC-B),East Garo Hills district,1
Achik National Volunteer Council-B (ANVC-B),Edenbari,1
Achik National Volunteer Council-B (ANVC-B),Gasuapara,1
Achik National Volunteer Council-B (ANVC-B),Rongara,1
Achik National Volunteer Council-B (ANVC-B),Sasatgre,1
Achik National Volunteer Council-B (ANVC-B),West Garo Hills district,1
Achik National Volunteer Council-B (ANVC-B),Williamnagar,1
A'chik Songna An'pachakgipa Kotok (ASAK),Chiringpara,1
A'chik Songna An'pachakgipa Kotok (ASAK),Dalu,1
A'chik Songna An'pachakgipa Kotok (ASAK),Gasuapara,1
A'chik Songna An'pachakgipa Kotok (ASAK),Rangatari,1
A'chik Songna An'pachakgipa Kotok (ASAK),Rongge,1
A'chik Songna An'pachakgipa Kotok (ASAK),Watregittim,1
A'chik Tiger Force,Tura,1
Adivasi Cobra Militants of Assam (ACMA),Kokrajhar,1
Adivasi National Liberation Army (ANLA),Golaghat district,1
Adivasi National Liberation Army (ANLA),Majuli,1
Adivasi People's Army (APA),Goabari,1
Adivasi People's Army (APA),Grahampur Bazar,1
Adivasi People's Army (APA),Guwahati,1
Al Ummah,Bangalore,1
Al Ummah,Chennai,1
Al Ummah,Salem,1
Al Ummah,Vellore,1
Al-Nasireen Group,Chadoora,1
Al-Shuda Brigade,Kathua,1
Al-Shuda Brigade,Khrew,1
Al-Shuda Brigade,Samba,1
Al-Shuda Brigade,Srinagar,1
Bengali Sangram Mukti Bahini,Barpeta,1
Bru National Liberation Front (BNLF),Hailakandi,1
Communist Party of India - Maoist (CPI-Maoist),Aheri,1
Communist Party of India - Maoist (CPI-Maoist),Alubaka,1
Communist Party of India - Maoist (CPI-Maoist),Amas,1
Communist Party of India - Maoist (CPI-Maoist),Ambatikar,1
Communist Party of India - Maoist (CPI-Maoist),Amuatikar,2
Communist Party of India - Maoist (CPI-Maoist),Arauri,1
Communist Party of India - Maoist (CPI-Maoist),Aurangabad,14
Communist Party of India - Maoist (CPI-Maoist),Badural,1
Communist Party of India - Maoist (CPI-Maoist),Baleshbahali,1
Communist Party of India - Maoist (CPI-Maoist),Balrampur,1
Communist Party of India - Maoist (CPI-Maoist),Balumath,1
Communist Party of India - Maoist (CPI-Maoist),Bandua,1
Communist Party of India - Maoist (CPI-Maoist),Bandwan,1
Communist Party of India - Maoist (CPI-Maoist),Banka,4
Communist Party of India - Maoist (CPI-Maoist),Bankura,8
Communist Party of India - Maoist (CPI-Maoist),Baridih,1
Communist Party of India - Maoist (CPI-Maoist),Barkot,1
Communist Party of India - Maoist (CPI-Maoist),Basaguda,1
Communist Party of India - Maoist (CPI-Maoist),Bastar,7
Communist Party of India - Maoist (CPI-Maoist),Bataloka,1
Communist Party of India - Maoist (CPI-Maoist),Begusarai,1
Communist Party of India - Maoist (CPI-Maoist),Beliabera,1
Communist Party of India - Maoist (CPI-Maoist),Belpahari,2
Communist Party of India - Maoist (CPI-Maoist),Bhendatungri,1
Communist Party of India - Maoist (CPI-Maoist),Bhuliabandh,1
Communist Party of India - Maoist (CPI-Maoist),Bijapur,37
Communist Party of India - Maoist (CPI-Maoist),Bijapur district,3
Communist Party of India - Maoist (CPI-Maoist),Birbhum,1
Communist Party of India - Maoist (CPI-Maoist),Birbhum district,1
Communist Party of India - Maoist (CPI-Maoist),Bodari,1
Communist Party of India - Maoist (CPI-Maoist),Bokaro,15
Communist Party of India - Maoist (CPI-Maoist),Bokob,1
Communist Party of India - Maoist (CPI-Maoist),Budhaniya,1
Communist Party of India - Maoist (CPI-Maoist),Buxar,1
Communist Party of India - Maoist (CPI-Maoist),Chainpur,1
Communist Party of India - Maoist (CPI-Maoist),Chandauli,1
Communist Party of India - Maoist (CPI-Maoist),Chapagedda,3
Communist Party of India - Maoist (CPI-Maoist),Chatra,11
Communist Party of India - Maoist (CPI-Maoist),Chhota Nagra,1
Communist Party of India - Maoist (CPI-Maoist),Chintagufa,2
Communist Party of India - Maoist (CPI-Maoist),Chirodih,1
Communist Party of India - Maoist (CPI-Maoist),Chuku,1
Communist Party of India - Maoist (CPI-Maoist),Dangia,1
Communist Party of India - Maoist (CPI-Maoist),Dantewada,54
Communist Party of India - Maoist (CPI-Maoist),Dantewada district,1
Communist Party of India - Maoist (CPI-Maoist),Dantewara,2
Communist Party of India - Maoist (CPI-Maoist),Darbha,1
Communist Party of India - Maoist (CPI-Maoist),Darbhanga,1
Communist Party of India - Maoist (CPI-Maoist),Dhabatar,1
Communist Party of India - Maoist (CPI-Maoist),Dhanbad,1
Communist Party of India - Maoist (CPI-Maoist),Dhanbad district,1
Communist Party of India - Maoist (CPI-Maoist),Dumaria,1
Communist Party of India - Maoist (CPI-Maoist),Dumka,2
Communist Party of India - Maoist (CPI-Maoist),East Champaran,7
Communist Party of India - Maoist (CPI-Maoist),East Godavari district,1
Communist Party of India - Maoist (CPI-Maoist),East singhbhum,14
Communist Party of India - Maoist (CPI-Maoist),Fukrogora,1
Communist Party of India - Maoist (CPI-Maoist),Gadchiroli,47
Communist Party of India - Maoist (CPI-Maoist),Gadchiroli district,2
Communist Party of India - Maoist (CPI-Maoist),Gajapati,6
Communist Party of India - Maoist (CPI-Maoist),ganjam,3
Communist Party of India - Maoist (CPI-Maoist),Gannavaram,1
Communist Party of India - Maoist (CPI-Maoist),Garhwa,1
Communist Party of India - Maoist (CPI-Maoist),Garwah,6
Communist Party of India - Maoist (CPI-Maoist),Gaya,48
Communist Party of India - Maoist (CPI-Maoist),Geedam,1
Communist Party of India - Maoist (CPI-Maoist),Ghaghra,1
Communist Party of India - Maoist (CPI-Maoist),Ghatshila,1
Communist Party of India - Maoist (CPI-Maoist),Ghumra,1
Communist Party of India - Maoist (CPI-Maoist),Giridih,8
Communist Party of India - Maoist (CPI-Maoist),Godda,1
Communist Party of India - Maoist (CPI-Maoist),Goh,1
Communist Party of India - Maoist (CPI-Maoist),Gondia,2
Communist Party of India - Maoist (CPI-Maoist),Gumla,7
