eventid,iyear,imonth,iday,country_txt,city,attacktype1_txt,targtype1_txt,gname,weaptype1_txt
201001070003,2010,1,7,India,Dhanbad,Hostage Taking (Kidnapping),Violent Political Party,Communist Party of India - Maoist (CPI-Maoist),Firearms
201001070004,2010,1,7,India,Midnapore,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Communist Party of India - Maoist (CPI-Maoist),Firearms
201001150002,2010,1,15,India,Gumla,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201001150005,2010,1,15,India,Latehar,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
201001170002,2010,1,17,India,Gaya,Bombing/Explosion,Telecommunication,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201001170003,2010,1,17,India,Gaya,Facility/Infrastructure Attack,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201001170014,2010,1,17,India,Khammam,Armed Assault,Terrorists/Non-State Militia,Unknown,Melee
201001180024,2010,1,18,India,Jehanabad,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201001180027,2010,1,18,India,Nabha,Bombing/Explosion,Utilities,Unknown,Explosives/Bombs/Dynamite
201001190001,2010,1,19,India,East singhbhum,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201001190016,2010,1,19,India,Imphal,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
201001200003,2010,1,20,India,Imphal,Armed Assault,Private Citizens & Property,Unknown,Firearms
201001200012,2010,1,20,India,Koraput,Bombing/Explosion,Telecommunication,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201001210004,2010,1,21,India,Imphal,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
201001210005,2010,1,21,India,Imphal,Bombing/Explosion,Government (General),United Kuki Liberation Front (UKLF) - India,Explosives/Bombs/Dynamite
201001210008,2010,1,21,India,Palamau,Facility/Infrastructure Attack,Telecommunication,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201001210009,2010,1,21,India,Bishenpur,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
201001210011,2010,1,21,India,Bishenpur,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
201001210012,2010,1,21,India,Imphal,Bombing/Explosion,Private Citizens & Property,Kuki Liberation Army (KLA),Explosives/Bombs/Dynamite
201001220012,2010,1,22,India,Koraput,Facility/Infrastructure Attack,Government (General),Communist Party of India - Maoist (CPI-Maoist),Incendiary
201001230004,2010,1,23,India,Sundargarh,Hostage Taking (Kidnapping),Violent Political Party,Communist Party of India - Maoist (CPI-Maoist),Unknown
201001230006,2010,1,23,India,Chirang,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
201001230011,2010,1,23,India,Koraput,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201001240001,2010,1,24,India,Dhalai district,Armed Assault,Government (General),National Liberation Front of Tripura (NLFT),Firearms
201001240005,2010,1,24,India,Koraput,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
201001240012,2010,1,24,India,Dhemaji,Bombing/Explosion,Transportation,National Democratic Front of Bodoland (NDFB),Explosives/Bombs/Dynamite
201001240013,2010,1,24,India,Dibrugarh,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
201001240014,2010,1,24,India,Koraput,Bombing/Explosion,Military,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201001250001,2010,1,25,India,Dhubri,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
201001250002,2010,1,25,India,Bankura,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
201001250003,2010,1,25,India,Bankura,Hostage Taking (Kidnapping),Police,Communist Party of India - Maoist (CPI-Maoist),Unknown
201001250007,2010,1,25,India,Keonjhar,Hostage Taking (Kidnapping),Business,Communist Party of India - Maoist (CPI-Maoist),Firearms
201001250012,2010,1,25,India,Senapati,Bombing/Explosion,Private Citizens & Property,Kangleipak Communist Party (KCP),Explosives/Bombs/Dynamite
201001250018,2010,1,25,India,Imphal,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
201001250019,2010,1,25,India,Midnapore,Hostage Taking (Kidnapping),Violent Political Party,Communist Party of India - Maoist (CPI-Maoist),Firearms
201001250020,2010,1,25,India,Imphal,Bombing/Explosion,Police,Kangleipak Communist Party (KCP),Explosives/Bombs/Dynamite
201001250022,2010,1,25,India,Golaghat,Hostage Taking (Kidnapping),Business,National Socialist Council of Nagaland-Khaplang (NSCN-K),Unknown
201001260002,2010,1,26,India,Midnapore,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
201001260008,2010,1,26,India,Dantewada,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201001270007,2010,1,27,India,Azadgunj,Bombing/Explosion,Educational Institution,Unknown,Explosives/Bombs/Dynamite
201001270011,2010,1,27,India,Bankura,Armed Assault,Violent Political Party,Communist Party of India - Maoist (CPI-Maoist),Firearms
201001270012,2010,1,27,India,Banka,Hostage Taking (Kidnapping),Government (General),Terai Janatantrik Party,Firearms
201001270013,2010,1,27,India,Keonjhar,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201001280004,2010,1,28,India,Bokajan,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
201001280005,2010,1,28,India,Patamda,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201001290006,2010,1,29,India,Dantewada,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201001290007,2010,1,29,India,Yaripora Kulgam,Armed Assault,Private Citizens & Property,Unknown,Firearms
201001290008,2010,1,29,India,Midnapore,Armed Assault,Violent Political Party,Communist Party of India - Maoist (CPI-Maoist),Firearms
201001290009,2010,1,29,India,,Facility/Infrastructure Attack,Transportation,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201001290016,2010,1,29,India,Sundargarh,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
201001310003,2010,1,31,India,,Hostage Taking (Kidnapping),Journalists & Media,Unknown,Firearms
201001310009,2010,1,31,India,Imphal,Armed Assault,Private Citizens & Property,Unknown,Firearms
201002010025,2010,2,1,India,Bankura,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Melee
201002010026,2010,2,1,India,Puruliya,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Melee
201002020008,2010,2,2,India,Sonitpor,Hostage Taking (Kidnapping),Private Citizens & Property,National Democratic Front of Bodoland (NDFB),Firearms
201002020009,2010,2,2,India,Midnapore,Armed Assault,Violent Political Party,Communist Party of India - Maoist (CPI-Maoist),Firearms
201002030017,2010,2,3,India,Seraikela Kharsawan,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201002030018,2010,2,3,India,Imphal,Armed Assault,Military,People's United Liberation Front (PULF),Firearms
201002040006,2010,2,4,India,Imphal,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
201002060009,2010,2,6,India,Midnapore,Facility/Infrastructure Attack,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201002060010,2010,2,6,India,Sundargarh,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201002070019,2010,2,7,India,Visakhapatnam,Hostage Taking (Kidnapping),Government (General),Communist Party of India - Maoist (CPI-Maoist),Unknown
201002070020,2010,2,7,India,Kokrajhar,Armed Assault,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),Firearms
201002070021,2010,2,7,India,Jamui,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201002080013,2010,2,8,India,Bishenpur,Facility/Infrastructure Attack,Transportation,Unknown,Incendiary
201002080014,2010,2,8,India,Rourkela,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201002090014,2010,2,9,India,Dantewara,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201002090015,2010,2,9,India,Giridih,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201002100003,2010,2,10,India,Sundargarh,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201002100010,2010,2,10,India,Lalgarh,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
201002100017,2010,2,10,India,Sheohar,Facility/Infrastructure Attack,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201002100019,2010,2,10,India,Imphal,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
201002100020,2010,2,10,India,Imphal,Hijacking,Transportation,Unknown,Incendiary
201002100021,2010,2,10,India,Hazaribag,Armed Assault,Government (General),Tritiya Prastuti Committee (India),Firearms
201002110008,2010,2,11,India,Shillong,Facility/Infrastructure Attack,Journalists & Media,Unknown,Incendiary
201002110015,2010,2,11,India,Midnapore,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201002130014,2010,2,13,India,Hailakandi,Hostage Taking (Kidnapping),Government (General),United Liberation Front of Barak Valley (ULFBV) - India,Unknown
201002130015,2010,2,13,India,Pune,Bombing/Explosion,Business,Indian Mujahideen,Explosives/Bombs/Dynamite
201002130016,2010,2,13,India,Midnapore,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201002130019,2010,2,13,India,East singhbhum,Hostage Taking (Kidnapping),Government (General),Communist Party of India - Maoist (CPI-Maoist),Unknown
201002140011,2010,2,14,India,Hailakandi,Unknown,Private Citizens & Property,Unknown,Unknown
201002140012,2010,2,14,India,Jamui,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201002140013,2010,2,14,India,Koraput,Bombing/Explosion,Telecommunication,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201002150001,2010,2,15,India,Thoubal,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
201002150023,2010,2,15,India,Midnapore,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
201002170028,2010,2,17,India,Jamui,Facility/Infrastructure Attack,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201002180008,2010,2,18,India,Jamui,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
201002190025,2010,2,19,India,Chandel,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
201002190026,2010,2,19,India,Bankura,Facility/Infrastructure Attack,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201002210019,2010,2,21,India,Jamui,Bombing/Explosion,Educational Institution,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201002210020,2010,2,21,India,Puruliya,Armed Assault,Violent Political Party,Communist Party of India - Maoist (CPI-Maoist),Firearms
201002220011,2010,2,22,India,Samba,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
201002220014,2010,2,22,India,Midnapore,Armed Assault,Police,People's Committee against Police Atrocities (PCPA),Firearms
201002230002,2010,2,23,India,Aurangabad,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201002230028,2010,2,23,India,Visakhapatnam,Facility/Infrastructure Attack,Telecommunication,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201002230030,2010,2,23,India,Motihari,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201002230031,2010,2,23,India,Aurangabad,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201002230032,2010,2,23,India,Imphal,Armed Assault,Private Citizens & Property,Unknown,Firearms
201002250011,2010,2,25,India,Gumla,Armed Assault,Business,Communist Party of India - Maoist (CPI-Maoist),Firearms
201002270009,2010,2,27,India,Puruliya,Bombing/Explosion,Business,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201003010007,2010,3,1,India,Banka,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Melee
201003010008,2010,3,1,India,Thoubal,Unknown,Government (General),Kangleipak Communist Party (KCP),Firearms
201003010009,2010,3,1,India,Puruliya,Armed Assault,Violent Political Party,Communist Party of India - Maoist (CPI-Maoist),Firearms
201003020010,2010,3,2,India,Munger,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Melee
201003050003,2010,3,5,India,Bankura,Hostage Taking (Kidnapping),Educational Institution,People's Committee against Police Atrocities (PCPA),Firearms
201003060001,2010,3,6,India,Midnapore,Armed Assault,Private Citizens & Property,People's Committee against Police Atrocities (PCPA),Firearms
201003070051,2010,3,7,India,Dantewara,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
201003070058,2010,3,7,India,Midnapore,Armed Assault,Violent Political Party,Communist Party of India - Maoist (CPI-Maoist),Firearms
201003090009,2010,3,9,India,Simdega,Armed Assault,Terrorists/Non-State Militia,Communist Party of India - Maoist (CPI-Maoist),Firearms
201003100004,2010,3,10,India,Koraput,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201003110014,2010,3,11,India,Imphal,Facility/Infrastructure Attack,Government (General),Unknown,Unknown
201003120004,2010,3,12,India,Jamui,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201003130019,2010,3,13,India,Buxar,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201003160002,2010,3,16,India,Gaya,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201003160003,2010,3,16,India,Midnapore,Armed Assault,Violent Political Party,Communist Party of India - Maoist (CPI-Maoist),Firearms
201003170014,2010,3,17,India,,Unknown,Educational Institution,Kanglei Yawol Kanna Lup (KYKL),Unknown
201003170015,2010,3,17,India,Midnapore,Facility/Infrastructure Attack,Violent Political Party,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201003180001,2010,3,18,India,Khammam,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201003180002,2010,3,18,India,Jamui,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201003180005,2010,3,18,India,East singhbhum,Bombing/Explosion,Utilities,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201003180011,2010,3,18,India,Simdega,Hostage Taking (Kidnapping),Business,Communist Party of India - Maoist (CPI-Maoist),Unknown
201003180022,2010,3,18,India,Simdega,Hostage Taking (Kidnapping),Business,Communist Party of India - Maoist (CPI-Maoist),Unknown
201003190018,2010,3,19,India,Malkangiri,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201003200001,2010,3,20,India,Latehar,Hostage Taking (Kidnapping),Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
201003200002,2010,3,20,India,Malkangiri,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201003200005,2010,3,20,India,Koraput,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
201003210014,2010,3,21,India,Thiruvananthapuram,Bombing/Explosion,Airports & Aircraft,Unknown,Explosives/Bombs/Dynamite
201003210016,2010,3,21,India,Medinipur,Facility/Infrastructure Attack,Violent Political Party,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201003210019,2010,3,21,India,Medinipur,Facility/Infrastructure Attack,Violent Political Party,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201003220004,2010,3,22,India,Midnapore,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201003220005,2010,3,22,India,Gaya,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201003220006,2010,3,22,India,East singhbhum,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201003220007,2010,3,22,India,Seraikela Kharsawan,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
201003220008,2010,3,22,India,Bokaro,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
201003220022,2010,3,22,India,Midnapore,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201003230015,2010,3,23,India,Gajapati,Bombing/Explosion,Telecommunication,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201003230017,2010,3,23,India,Sundargarh,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201003230024,2010,3,23,India,Gaya,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201003230025,2010,3,23,India,Sitamarhi,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201003230026,2010,3,23,India,Sheohar,Facility/Infrastructure Attack,Police,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201003230027,2010,3,23,India,Malkangiri,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201003230029,2010,3,23,India,Dumka,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201003230030,2010,3,23,India,Latehar,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201003230034,2010,3,23,India,Gajapati,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
201003240002,2010,3,24,India,Saran,Facility/Infrastructure Attack,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
201003240008,2010,3,24,India,Midnapore,Hostage Taking (Kidnapping),Violent Political Party,Communist Party of India - Maoist (CPI-Maoist),Firearms
201003250005,2010,3,25,India,Latehar,Armed Assault,Unknown,Communist Party of India - Maoist (CPI-Maoist),Firearms
201003250006,2010,3,25,India,Giridih,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Melee
201003250007,2010,3,25,India,Malkangiri,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201003250018,2010,3,25,India,Midnapore,Facility/Infrastructure Attack,Government (General),Communist Party of India - Maoist (CPI-Maoist),Incendiary
201003250019,2010,3,25,India,Midnapore,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201003260001,2010,3,26,India,Rohtas,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201003280011,2010,3,28,India,Patna,Bombing/Explosion,Educational Institution,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201003280012,2010,3,28,India,Rohtas,Bombing/Explosion,Educational Institution,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201003300007,2010,3,30,India,Chatra,Armed Assault,Private Citizens & Property,People's Liberation Front of India,Firearms
201003300008,2010,3,30,India,East singhbhum,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
201003300009,2010,3,30,India,Midnapore,Hostage Taking (Kidnapping),Violent Political Party,Communist Party of India - Maoist (CPI-Maoist),Firearms
201004010005,2010,4,1,India,Phulwama,Bombing/Explosion,Transportation,Lashkar-e-Taiba (LeT),Explosives/Bombs/Dynamite
201004010007,2010,4,1,India,Jajpur,Facility/Infrastructure Attack,Telecommunication,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201004040009,2010,4,4,India,Palamau,Bombing/Explosion,Educational Institution,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201004040010,2010,4,4,India,Midnapore,Armed Assault,Violent Political Party,Communist Party of India - Maoist (CPI-Maoist),Firearms
201004050011,2010,4,5,India,Latehar,Bombing/Explosion,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201004050012,2010,4,5,India,Koraput,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201004060005,2010,4,6,India,Dantewada,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
201004070013,2010,4,7,India,Darbhanga,Hostage Taking (Kidnapping),Government (General),Communist Party of India - Maoist (CPI-Maoist),Unknown
201004080006,2010,4,8,India,Imphal,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
201004090009,2010,4,9,India,Midnapore,Hostage Taking (Kidnapping),Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
201004090010,2010,4,9,India,Imphal,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
201004100001,2010,4,10,India,Koraput,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201004100003,2010,4,10,India,Kaimur,Bombing/Explosion,Educational Institution,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201004100004,2010,4,10,India,Kaimur,Bombing/Explosion,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201004100005,2010,4,10,India,Kaimur,Bombing/Explosion,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201004100006,2010,4,10,India,Kaimur,Bombing/Explosion,Business,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201004110011,2010,4,11,India,Gadchiroli,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Melee
201004110013,2010,4,11,India,Mayurbhanj,Hostage Taking (Kidnapping),Business,Communist Party of India - Maoist (CPI-Maoist),Firearms
201004120001,2010,4,12,India,Midnapore,Unknown,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
201004120002,2010,4,12,India,Jamui,Hostage Taking (Kidnapping),Government (General),Communist Party of India - Maoist (CPI-Maoist),Melee
201004120003,2010,4,12,India,Jamui,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Melee
201004120004,2010,4,12,India,Bokaro,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Melee
201004140016,2010,4,14,India,Lalgarh,Hostage Taking (Kidnapping),Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
201004140017,2010,4,14,India,Mahoba,Bombing/Explosion,Transportation,Students Islamic Movement of India (SIMI),Explosives/Bombs/Dynamite
201004150001,2010,4,15,India,Calicut (kozhikode),Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary
201004150002,2010,4,15,India,Calicut (kozhikode),Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
201004150003,2010,4,15,India,Puruliya,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201004150004,2010,4,15,India,Imphal,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
201004150005,2010,4,15,India,Imphal,Facility/Infrastructure Attack,Business,New People's Army (NPA),Incendiary
201004150019,2010,4,15,India,Aurangabad,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201004150020,2010,4,15,India,Vaishali,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201004170005,2010,4,17,India,Dantewada,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
201004170010,2010,4,17,India,Bangalore,Bombing/Explosion,Private Citizens & Property,Hizbul Mujahideen (HM),Explosives/Bombs/Dynamite
201004190015,2010,4,19,India,Sonitpor,Armed Assault,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),Firearms
201004190016,2010,4,19,India,West Singhbhum,Bombing/Explosion,Food or Water Supply,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201004190018,2010,4,19,India,Dantewada,Facility/Infrastructure Attack,Transportation,Communist Party of India - Maoist (CPI-Maoist),Sabotage Equipment
201004200001,2010,4,20,India,Visakhapatnam,Unarmed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Melee
201004200002,2010,4,20,India,Visakhapatnam,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201004200012,2010,4,20,India,Bijapur,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
201004210007,2010,4,21,India,Lalgarh,Hostage Taking (Kidnapping),Government (General),Communist Party of India - Maoist (CPI-Maoist),Unknown
201004220003,2010,4,22,India,Garwah,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201004220004,2010,4,22,India,Malkangiri,Bombing/Explosion,Telecommunication,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201004220005,2010,4,22,India,Bahraich,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary
201004220006,2010,4,22,India,Anantnag,Bombing/Explosion,Educational Institution,Unknown,Explosives/Bombs/Dynamite
201004230014,2010,4,23,India,Midnapore,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201004240001,2010,4,24,India,Bankura,Hostage Taking (Kidnapping),Government (General),Communist Party of India - Maoist (CPI-Maoist),Unknown
201004240005,2010,4,24,India,Visakhapatnam,Facility/Infrastructure Attack,Police,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201004240006,2010,4,24,India,Munger,Bombing/Explosion,Business,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201004240007,2010,4,24,India,Murshidabad,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
201004240008,2010,4,24,India,Midnapore,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
201004250010,2010,4,25,India,Visakhapatnam,Facility/Infrastructure Attack,Transportation,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201004250011,2010,4,25,India,Koraput,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201004260004,2010,4,26,India,Midnapore,Hostage Taking (Kidnapping),Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
201004270005,2010,4,27,India,Midnapore,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201004270009,2010,4,27,India,Midnapore,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201004280002,2010,4,28,India,Nuapada,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201004280003,2010,4,28,India,Bijapur,Bombing/Explosion,Telecommunication,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201004280004,2010,4,28,India,Lalgarh,Armed Assault,Terrorists/Non-State Militia,Communist Party of India - Maoist (CPI-Maoist),Firearms
